date_and_time, travel_mode, x_acc [m/s^2], y_acc [m/s^2], z_acc [m/s^2], x_grav [m/s^2], y_grav [m/s^2], z_grav [m/s^2], x_lin_acc [m/s^2], y_lin_acc [m/s^2], z_lin_acc [m/s^2], x_gryo [rad/s], y_gyro [rad/s], z_gyro [rad/s], light [lux], x_mag [uT], y_mag [uT], z_mag [uT], x_orient [deg], y_orient [deg], z_orient [deg], prox [cm], sound_lvl [db] 
2014_11_30 15:14:03.902, walking, 0.20430522, -0.13620348, 10.174399, 0.19009198, -0.12516272, 9.8040085, 0.055074275, -0.06552215, 0.39763165, 0.006414085, -0.0067195175, -0.0018325958, 100.0, 19.74, 17.76, 52.68, -0.79291856, 0.012763391, -0.019386781, 5.0, null 
2014_11_30 15:14:04.426, walking, 0.19068487, -0.12258313, 10.2152605, 0.19553366, -0.12688652, 9.80388, -0.004848793, 0.0043033883, 0.41138077, 0.0076358155, -0.004886922, -0.004581489, 100.0, 18.779999, 17.82, 53.1, -2.4309523, 0.012939185, -0.019941876, 5.0, null 
2014_11_30 15:14:05.038, walking, 0.20430522, -0.12258313, 10.160779, 0.19371009, -0.1289887, 9.803888, 0.024215475, 0.020025916, 0.28878975, 0.006414085, -0.01160644, -0.004581489, 100.0, 19.8, 18.24, 53.46, -0.7799176, 0.013153565, -0.019755924, 5.0, null 
2014_11_30 15:14:05.672, walking, 0.20430522, -0.12258313, 10.106298, 0.1938283, -0.12867744, 9.80389, 0.024097264, -0.021146387, 0.41137028, 0.006414085, -0.0106901415, 0.002443461, 100.0, 19.199999, 18.9, 53.219997, -0.74680984, 0.013121824, -0.019767975, 5.0, null 
2014_11_30 15:14:06.308, walking, 0.19068487, -0.12258313, 10.133538, 0.19262916, -0.12079537, 9.804014, -0.0019442886, -0.0017877594, 0.32952404, 0.003970624, -0.0106901415, -0.00580322, 100.0, 20.88, 17.34, 53.699997, -0.8333707, 0.01231801, -0.019645462, 5.0, null 
2014_11_30 15:14:06.814, walking, 0.24516626, -0.16344418, 10.160779, 0.19684488, -0.1175613, 9.803969, 0.061941743, 0.022218868, 0.39767075, 0.009162978, -0.012217305, -0.002443461, 100.0, 19.74, 17.64, 53.28, 0.63854766, 0.9115464, -1.0074801, 5.0, null 
2014_11_30 15:14:07.355, walking, 0.21792556, -0.14982383, 10.18802, 0.19961137, -0.12649809, 9.8038025, 0.018314198, -0.023325741, 0.38421726, 0.005497787, -0.011301007, 0.0018325958, 100.0, 19.02, 18.3, 52.92, -0.7570466, 0.012899572, -0.020357793, 5.0, null 
2014_11_30 15:14:07.949, walking, 0.20430522, -0.12258313, 10.119919, 0.19175926, -0.121748716, 9.804019, -0.0010743886, 0.02640628, 0.35676003, 0.0076358155, -0.006414085, 0.0027488936, 100.0, 19.32, 17.699999, 53.399998, -0.78282946, 0.012415232, -0.019556757, 5.0, null 
2014_11_30 15:14:08.576, walking, 0.19068487, -0.10896278, 10.160779, 0.18851502, -0.114201985, 9.8041725, 0.0021698475, 0.0052392036, 0.35660648, 0.005192355, -0.006414085, -0.0018325958, 100.0, 18.6, 18.24, 52.739998, -0.7504415, 0.011645625, -0.019225672, 5.0, null 
2014_11_30 15:14:09.077, walking, 0.21792556, -0.10896278, 10.147159, 0.18977322, -0.11961718, 9.804084, -0.012708694, -0.03020665, 0.38393593, 0.007330383, -0.011911872, 0.0015271631, 100.0, 20.279999, 17.88, 52.62, -0.8047875, 0.0121978605, -0.019354131, 5.0, null 
2014_11_30 15:14:09.644, walking, 0.19068487, -0.10896278, 10.18802, 0.18483792, -0.11489134, 9.804235, 0.0058469474, 0.005928561, 0.3837843, 0.010079277, -0.007941248, 0.0033597588, 100.0, 19.199999, 18.3, 53.399998, -0.76550597, 0.011715924, -0.01885063, 5.0, null 
2014_11_30 15:14:10.218, walking, 0.24516626, -0.05448139, 10.092678, 0.18361697, -0.11146073, 9.804298, 0.007067904, 0.0024979487, 0.34286022, 0.011301007, -0.008246681, -0.002443461, 100.0, 19.199999, 17.699999, 52.86, -0.78274685, 0.011366075, -0.018726023, 5.0, null 
2014_11_30 15:14:10.838, walking, 0.21792556, -0.16344418, 10.119919, 0.19582847, -0.11343432, 9.804038, 0.022097096, -0.050009854, 0.31588078, 0.0070249503, -0.009468411, -0.004581489, 100.0, 18.84, 18.119999, 53.399998, -0.758813, 0.011567339, -0.019971611, 5.0, null 
2014_11_30 15:14:11.344, walking, 0.21792556, -0.14982383, 10.242501, 0.19439033, -0.11292618, 9.804073, -0.03094615, -0.009656951, 0.38394642, 0.010079277, -0.0061086523, -0.004581489, 100.0, 21.539999, 17.699999, 53.28, 1.2429122, 0.34891856, -1.815775, 5.0, null 
2014_11_30 15:14:11.919, walking, 0.14982383, -0.13620348, 10.174399, 0.19024664, -0.11236955, 9.804161, -0.040422812, -0.02383393, 0.3702383, 0.005497787, -0.0061086523, -0.0018325958, 100.0, 19.14, 17.82, 53.16, -0.77644676, 0.0114587555, -0.019402249, 5.0, null 
2014_11_30 15:14:12.434, walking, 0.17706452, -0.12258313, 10.160779, 0.18605156, -0.10740096, 9.8042965, -0.008987039, -0.015182167, 0.3564825, 0.0061086523, -0.008552114, -0.0033597588, 100.0, 19.26, 17.94, 53.579998, 1.7985429, 0.79907775, -1.8925469, 5.0, null 
2014_11_30 15:14:12.962, walking, 0.16344418, -0.13620348, 10.160779, 0.19498502, -0.11661101, 9.804018, -0.0043001473, -0.005972117, 0.42486286, 0.0106901415, -0.010995574, 0.0027488936, 100.0, 19.439999, 18.24, 53.1, -0.77213097, 0.011891294, -0.019885654, 5.0, null 
2014_11_30 15:14:13.595, walking, 0.23154591, -0.17706452, 10.160779, 0.19028158, -0.12487423, 9.804009, 0.041264325, -0.052190296, 0.35676956, 0.009162978, -0.01038471, -9.162979E-4, 100.0, 18.96, 18.359999, 53.1, -0.75529265, 0.012733971, -0.019406112, 5.0, null 
2014_11_30 15:14:14.207, walking, 0.24516626, -0.08172209, 10.18802, 0.20013593, -0.1233189, 9.803832, 0.045030326, 0.041596815, 0.3841877, 0.003970624, -0.01038471, -0.003970624, 100.0, 18.72, 18.0, 53.76, -0.7561927, 0.01257536, -0.020411216, 5.0, null 
2014_11_30 15:14:14.746, walking, 0.19068487, -0.12258313, 10.18802, 0.19972503, -0.12347386, 9.803839, -0.022660509, -0.02634997, 0.35694027, 0.003970624, -0.0106901415, 0.0012217305, 100.0, 19.26, 17.64, 53.82, 1.3082106, 0.9083408, -1.815775, 5.0, null 
2014_11_30 15:14:15.261, walking, 0.19068487, -0.10896278, 10.18802, 0.19695038, -0.11965699, 9.803942, -0.006265506, 0.010694206, 0.38407803, 0.008857546, -0.007941248, 0.002443461, 100.0, 18.66, 18.0, 53.039997, 2.338841, -0.31021902, -0.33763295, 5.0, null 
2014_11_30 15:14:15.969, walking, 0.21792556, -0.095342435, 10.133538, 0.20109804, -0.11659841, 9.803895, 0.016827524, 0.021255977, 0.32964325, 0.009773844, -0.01282817, -0.0033597588, 100.0, 20.039999, 18.24, 52.5, -0.78692776, 0.010764833, -0.0188403, 5.0, null 
2014_11_30 15:14:16.542, walking, 0.21792556, -0.10896278, 10.160779, 0.20326737, -0.11627669, 9.803854, -0.012582496, -0.03354714, 0.31606483, 0.0021380284, -0.0070249503, 0.0027488936, 100.0, 23.039999, 17.34, 53.82, 1.5411476, 0.8195493, -1.5350972, 5.0, null 
2014_11_30 15:14:17.083, walking, 0.13620348, -0.10896278, 10.20164, 0.19916424, -0.11770075, 9.803921, -0.06296076, 0.008737966, 0.39771938, 0.004276057, -0.008857546, 0.002443461, 100.0, 19.5, 18.6, 52.98, -0.76364774, 0.012002423, -0.020311961, 5.0, null 
2014_11_30 15:14:17.648, walking, 0.16344418, -0.17706452, 10.147159, 0.19264254, -0.12101104, 9.804011, -0.029198363, -0.056053482, 0.34314728, 0.005192355, -0.009162978, -0.005497787, 100.0, 22.26, 16.8, 53.94, -0.88147724, 0.012340005, -0.019646833, 5.0, null 
2014_11_30 15:14:18.145, walking, 0.16344418, -0.12258313, 10.147159, 0.19363777, -0.12717414, 9.803913, -0.030193597, 0.0045910105, 0.3432455, 0.006414085, -0.005497787, -6.1086525E-4, 100.0, 19.98, 18.119999, 52.92, -0.7886135, 0.012968516, -0.019748501, 5.0, null 
2014_11_30 15:14:18.655, walking, 0.19068487, -0.095342435, 10.174399, 0.19244677, -0.12070652, 9.804018, 0.025478795, -0.0018766075, 0.3159008, 0.0061086523, -0.008246681, -0.0030543262, 100.0, 19.74, 17.94, 53.16, 1.3055028, 1.1285132, -1.7782925, 5.0, null 
2014_11_30 15:14:19.208, walking, 0.19068487, -0.095342435, 10.160779, 0.1887012, -0.11564175, 9.8041525, 0.0019836724, 0.020299315, 0.3566265, 0.006414085, -0.0036651916, -0.0012217305, 100.0, 19.68, 18.0, 53.34, -0.78587604, 0.011792449, -0.019244693, 5.0, null 
2014_11_30 15:14:19.773, walking, 0.19068487, -0.12258313, 10.20164, 0.19503435, -0.119586565, 9.803981, 0.036511555, -0.071098305, 0.41127968, 0.0070249503, -0.008552114, 0.0018325958, 100.0, 19.859999, 18.359999, 53.34, -0.26475242, 0.82964194, -1.3734008, 5.0, null 
2014_11_30 15:14:20.289, walking, 0.21792556, -0.10896278, 10.147159, 0.19419655, -0.115463905, 9.804048, 0.023729011, 0.0065011233, 0.34311104, 0.01282817, -0.008246681, -0.0030543262, 100.0, 18.72, 18.48, 53.039997, 1.2463795, 0.5588692, -1.8045396, 5.0, null 
2014_11_30 15:14:20.891, walking, 0.17706452, -0.14982383, 10.2152605, 0.19255699, -0.116910316, 9.804063, -0.015492469, -0.032913513, 0.41119766, 0.009468411, -0.008857546, 0.0012217305, 100.0, 20.58, 17.76, 53.52, -0.8150152, 0.0119218165, -0.019638006, 5.0, null 
2014_11_30 15:14:21.396, walking, 0.13620348, -0.14982383, 10.18802, 0.19417067, -0.11105568, 9.804099, 0.03737524, 0.04295394, 0.26133823, 0.014966198, -0.0018325958, 0.002443461, 100.0, 20.34, 17.94, 53.34, -0.80475944, 0.01132477, -0.01980246, 5.0, null 
2014_11_30 15:14:21.957, walking, 0.24516626, -0.12258313, 10.160779, 0.1963575, -0.117645144, 9.803978, 0.048808753, -0.004937984, 0.35680103, 0.013439035, -0.005497787, -9.162979E-4, 100.0, 19.199999, 18.0, 52.98, 1.6582464, 0.3370842, -1.8207749, 5.0, null 
2014_11_30 15:14:22.536, walking, 0.24516626, -0.10896278, 10.160779, 0.19784066, -0.11403323, 9.803991, 0.020084903, 0.005070448, 0.261446, 0.020463986, 0.038179077, -0.005497787, 100.0, 19.68, 18.24, 53.16, -1.5815191, 1.1135681, 1.5544044, 5.0, null 
2014_11_30 15:14:23.167, walking, 0.17706452, -0.095342435, 10.119919, 0.19906847, -0.11470865, 9.803958, -0.022003949, 0.019366212, 0.31596088, 0.009468411, -0.009773844, 6.1086525E-4, 100.0, 18.84, 17.82, 53.28, 2.863293, -0.0, -1.5707964, 5.0, null 
2014_11_30 15:14:23.674, walking, 0.17706452, -0.12258313, 10.147159, 0.1991966, -0.1149356, 9.803953, 0.018728957, -0.07574927, 0.41130733, 0.005497787, -0.0061086523, -0.0027488936, 100.0, 22.02, 17.699999, 53.219997, -0.8516937, 0.011720438, -0.020315193, 5.0, null 
2014_11_30 15:14:24.224, walking, 0.16344418, -0.13620348, 10.20164, 0.1977941, -0.11762543, 9.80395, -0.03434992, -0.018578053, 0.39768982, 0.01160644, -0.015271631, 0.002443461, 100.0, 18.9, 17.94, 52.5, 1.4706898, 0.9741985, -1.4601392, 5.0, null 
2014_11_30 15:14:24.804, walking, 0.20430522, -0.095342435, 10.18802, 0.20446296, -0.12084267, 9.803773, -1.5774369E-4, 0.011879891, 0.37062645, 0.0061086523, -0.008552114, 0.0012217305, 100.0, 19.38, 18.0, 53.28, -0.7746966, 0.012322836, -0.020852514, 5.0, null 
2014_11_30 15:14:25.446, walking, 0.17706452, -0.12258313, 10.20164, 0.20041904, -0.116980456, 9.803905, -0.023354515, -0.0056026727, 0.3977356, 0.005497787, -0.018936822, -0.0027488936, 100.0, 19.02, 18.3, 52.98, 1.0026445, 1.0261526, -1.4327903, 5.0, null 
2014_11_30 15:14:26.075, walking, 0.21792556, -0.10896278, 10.160779, 0.20584431, -0.116425134, 9.803799, 0.012081251, 0.0074623525, 0.35698032, 0.00580322, -0.006414085, 0.0015271631, 100.0, 18.96, 18.06, 52.559998, -0.76255536, 0.011872338, -0.020993298, 5.0, null 
2014_11_30 15:14:26.583, walking, 0.21792556, -0.13620348, 10.283362, 0.20422104, -0.12252051, 9.803758, -0.01353617, -0.027303323, 0.39788246, 0.0076358155, -0.009468411, 9.162979E-4, 100.0, 19.92, 17.4, 52.98, -0.80564344, 0.012493939, -0.020827884, 5.0, null 
2014_11_30 15:14:27.113, walking, 0.19068487, -0.095342435, 10.160779, 0.20414887, -0.11869908, 9.803807, -0.013464004, 0.023356646, 0.35697174, 0.008246681, -0.003970624, 0.0015271631, 100.0, 18.72, 18.539999, 53.039997, -0.7426624, 0.012104232, -0.020820418, 5.0, null 
2014_11_30 15:14:27.722, walking, 0.19068487, -0.10896278, 10.283362, 0.1987739, -0.11111665, 9.804006, -0.048950076, 0.002153866, 0.343153, 9.162979E-4, -0.0106901415, -0.0015271631, 100.0, 19.859999, 17.94, 53.699997, -0.7911764, 0.011330986, -0.020271987, 5.0, null 
2014_11_30 15:14:28.339, walking, 0.14982383, -0.10896278, 10.174399, 0.1872808, -0.114576094, 9.804193, -0.037456974, 0.005613312, 0.37020683, 0.010995574, -0.006414085, -0.0036651916, 100.0, 19.5, 18.18, 53.52, -0.7764394, 0.011683775, -0.01909979, 5.0, null 
2014_11_30 15:14:28.847, walking, 0.27240697, -0.095342435, 10.147159, 0.19004904, -0.107764624, 9.804216, 0.05511722, 0.012422189, 0.3565626, 0.008857546, -0.010079277, 0.002443461, 100.0, 19.619999, 17.82, 52.98, -0.79038084, 0.010989154, -0.019381993, 5.0, null 
2014_11_30 15:14:29.397, walking, 0.21792556, -0.12258313, 10.20164, 0.19762923, -0.1101631, 9.80404, 0.020296335, -0.012420028, 0.39760017, 0.006414085, -0.012217305, 0.005192355, 100.0, 21.0, 18.0, 53.46, -0.81950206, 0.011233746, -0.020155208, 5.0, null 
2014_11_30 15:14:29.987, walking, 0.19068487, -0.095342435, 10.20164, 0.2021222, -0.11064542, 9.803943, 0.015803367, 0.0016826391, 0.35683632, 0.005192355, -0.0067195175, 0.004276057, 100.0, 18.779999, 18.0, 52.92, -0.760188, 0.011282932, -0.020613499, 5.0, null 
2014_11_30 15:14:30.612, walking, 0.19068487, -0.095342435, 10.160779, 0.19687517, -0.10948234, 9.804063, -0.0061903, 0.014139906, 0.35671616, 0.008857546, -0.0076358155, -0.002443461, 100.0, 19.08, 17.94, 53.1, 1.45407, 1.0483042, -1.4464413, 5.0, null 
2014_11_30 15:14:31.118, walking, 0.21792556, -0.10896278, 10.18802, 0.19839376, -0.10851642, 9.804043, 0.019531801, -0.041307412, 0.4656992, 0.004886922, -0.00580322, -0.0021380284, 100.0, 19.38, 18.18, 53.579998, -0.7723422, 0.01106582, -0.020233152, 5.0, null 
2014_11_30 15:14:31.683, walking, 0.17706452, -0.12258313, 10.133538, 0.19256142, -0.11778209, 9.804052, -0.015496895, -0.004801035, 0.3294859, 0.01160644, -0.009773844, -3.0543262E-4, 100.0, 19.08, 18.18, 52.98, -0.7641442, 0.01201072, -0.019638477, 5.0, null 
2014_11_30 15:14:32.258, walking, 0.17706452, -0.06810174, 10.106298, 0.19821519, -0.111751854, 9.80401, 0.019710377, 0.01640942, 0.38400936, 0.0067195175, -0.008857546, 0.0018325958, 100.0, 19.859999, 18.24, 53.52, -0.78329736, 0.011395764, -0.020215012, 5.0, null 
2014_11_30 15:14:32.833, walking, 0.17706452, -0.095342435, 10.228881, 0.19638495, -0.11438801, 9.804016, -0.019320428, 0.019045576, 0.42486477, 0.00580322, -0.005497787, 3.0543262E-4, 100.0, 18.72, 17.82, 53.46, -0.7632083, 0.011664595, -0.020028392, 5.0, null 
2014_11_30 15:14:33.367, walking, 0.23154591, -0.095342435, 10.20164, 0.19758248, -0.112459816, 9.804015, 0.033963427, 0.017117381, 0.39762497, 0.00580322, -0.010079277, 9.162979E-4, 100.0, 19.199999, 17.94, 53.52, 3.0231028, -0.0, -1.5707964, 5.0, null 
2014_11_30 15:14:33.868, walking, 0.19068487, -0.13620348, 10.18802, 0.1950603, -0.11309018, 9.804058, -0.004375428, -0.023113303, 0.31586075, 0.008246681, -0.013133603, 0.0015271631, 100.0, 19.859999, 18.24, 53.579998, 1.6298614, 0.73408085, -1.6642731, 5.0, null 
2014_11_30 15:14:34.424, walking, 0.20430522, -0.13620348, 10.242501, 0.19676593, -0.11676461, 9.803981, 0.007539287, -0.01943887, 0.43852043, 0.004886922, -0.007941248, -0.0033597588, 100.0, 19.199999, 18.539999, 53.64, -0.75693464, 0.011906958, -0.02006731, 5.0, null 
2014_11_30 15:14:35.031, walking, 0.14982383, -0.12258313, 10.092678, 0.19786315, -0.124793656, 9.80386, -0.007178277, -0.025030173, 0.38416004, 0.0076358155, -0.010995574, -0.002443461, 100.0, 19.98, 17.699999, 53.82, 2.071616, 1.169765, -2.1224513, 5.0, null 
2014_11_30 15:14:35.636, walking, 0.19068487, -0.14982383, 10.2152605, 0.18925898, -0.12417769, 9.804037, 0.0014258921, -0.025646143, 0.4112234, 0.011911872, -0.007330383, -0.0021380284, 100.0, 20.52, 17.64, 53.219997, -0.8163784, 0.012662938, -0.019301793, 5.0, null 
2014_11_30 15:14:36.163, walking, 0.16344418, -0.027240695, 10.283362, 0.18470724, -0.11997694, 9.804177, -0.007642716, -0.04346724, 0.34298134, 0.008857546, -0.0076358155, 0.0036651916, 100.0, 19.38, 18.119999, 53.46, -0.7744295, 0.012234547, -0.018837418, 5.0, null 
2014_11_30 15:14:36.703, walking, 0.20430522, -0.12258313, 10.283362, 0.18862773, -0.112140596, 9.804194, 0.015677482, -0.010442533, 0.47916794, 0.005497787, -0.0070249503, -0.0036651916, 100.0, 20.039999, 17.82, 54.0, -0.80027294, 0.011435408, -0.01923712, 5.0, null 
2014_11_30 15:14:37.300, walking, 0.19068487, -0.095342435, 10.119919, 0.19011825, -0.10990791, 9.804192, 5.6661665E-4, 0.014565475, 0.28848648, 0.0076358155, -0.0106901415, 0.0015271631, 100.0, 20.1, 18.3, 53.52, -0.78949845, 0.011207722, -0.019389097, 5.0, null 
2014_11_30 15:14:37.922, walking, 0.19068487, -0.10896278, 10.119919, 0.18842366, -0.10790658, 9.804247, 0.0022612065, -0.0010562018, 0.31567192, 0.008857546, -0.0143553335, -0.0018325958, 100.0, 18.9, 18.3, 52.739998, 1.2514118, 0.7684138, -1.1341691, 5.0, null 
2014_11_30 15:14:38.437, walking, 0.21792556, -0.12258313, 10.283362, 0.1895049, -0.11316114, 9.804166, 0.0011799634, 0.0041983575, 0.3838539, 0.009468411, -0.0076358155, -6.1086525E-4, 100.0, 19.38, 18.18, 53.34, -0.77320474, 0.011539481, -0.019326612, 5.0, null 
2014_11_30 15:14:38.996, walking, 0.21792556, -0.10896278, 10.18802, 0.19439204, -0.1132273, 9.8040695, 0.023533523, 0.0042645186, 0.38395023, 0.004581489, -0.009162978, 6.1086525E-4, 100.0, 19.199999, 18.18, 53.34, -0.7675295, 0.011546227, -0.019825092, 5.0, null 
2014_11_30 15:14:39.575, walking, 0.19068487, -0.12258313, 10.147159, 0.19297116, -0.10617614, 9.804176, -0.0022862852, 0.038074397, 0.3429823, 0.009468411, -0.010995574, -0.0018325958, 100.0, 18.779999, 18.42, 52.8, -0.7511865, 0.010827164, -0.019680005, 5.0, null 
2014_11_30 15:14:40.204, walking, 0.19068487, -0.095342435, 10.2152605, 0.19108123, -0.11125391, 9.804157, -3.96356E-4, 0.015911475, 0.41110325, 0.0061086523, -0.0106901415, 0.0033597588, 100.0, 18.66, 18.18, 53.16, -0.7533996, 0.011344984, -0.01948735, 5.0, null 
2014_11_30 15:14:40.712, walking, 0.19068487, -0.12258313, 10.092678, 0.19218193, -0.112033814, 9.804126, 0.012123287, 0.043932073, 0.3702736, 0.01160644, -0.008552114, 6.1086525E-4, 100.0, 19.859999, 18.18, 52.8, -0.78633, 0.011424519, -0.019599639, 5.0, null 
2014_11_30 15:14:41.266, walking, 0.19068487, -0.12258313, 10.092678, 0.19418535, -0.1111332, 9.804097, -0.0035004765, -0.011449926, 0.2885809, 0.004886922, -0.008552114, 0.0012217305, 100.0, 18.779999, 18.24, 53.28, -0.75462997, 0.011332675, -0.019803962, 5.0, null 
2014_11_30 15:14:41.821, walking, 0.20430522, -0.10896278, 10.18802, 0.19164948, -0.11435409, 9.804111, 0.026276082, 0.032632, 0.3430481, 0.008552114, -0.008857546, 0.0021380284, 100.0, 20.22, 17.88, 53.1, -0.80333316, 0.0116611365, -0.019545382, 5.0, null 
2014_11_30 15:14:42.338, walking, 0.24516626, -0.12258313, 10.18802, 0.19440122, -0.110236466, 9.804103, 0.050765038, -0.012346663, 0.38391685, 0.010079277, -0.006414085, -6.1086525E-4, 100.0, 18.6, 18.84, 53.28, -0.7340217, 0.011241228, -0.01982596, 5.0, null 
2014_11_30 15:14:42.954, walking, 0.23154591, -0.14982383, 10.160779, 0.1985753, -0.10970935, 9.804026, 0.032970607, -0.040114477, 0.35675335, 0.0070249503, -0.009773844, -0.004886922, 100.0, 19.859999, 18.119999, 53.579998, -0.7866853, 0.011187474, -0.020251697, 5.0, null 
2014_11_30 15:14:43.559, walking, 0.19068487, -0.095342435, 10.2152605, 0.19907881, -0.10952795, 9.804017, -0.008393943, 0.014185518, 0.41124344, 0.009162978, -0.01160644, 0.0033597588, 100.0, 19.199999, 18.06, 53.039997, -0.7708171, 0.011168974, -0.02030305, 5.0, null 
2014_11_30 15:14:44.101, walking, 0.19068487, -0.12258313, 10.3242235, 0.19758382, -0.10856831, 9.804058, 0.020341739, 0.026846223, 0.35672092, 0.00580322, -0.0061086523, -9.162979E-4, 100.0, 19.74, 18.18, 53.16, -0.78254443, 0.011071113, -0.020150542, 5.0, null 
2014_11_30 15:14:44.630, walking, 0.19068487, -0.10896278, 10.119919, 0.19829538, -0.108220555, 9.804048, -0.0076105148, -7.4222684E-4, 0.31587124, 0.007330383, -0.009162978, 0.0033597588, 100.0, 18.779999, 18.3, 52.92, -0.7531374, 0.01103565, -0.020223113, 5.0, null 
2014_11_30 15:14:45.233, walking, 0.24516626, -0.095342435, 10.160779, 0.1963249, -0.10874063, 9.804082, 0.048841357, 0.013398193, 0.35669708, 0.009773844, -0.005497787, 0.002443461, 100.0, 19.199999, 17.58, 53.1, -0.78432906, 0.011088685, -0.020022137, 5.0, null 
2014_11_30 15:14:45.845, walking, 0.20430522, -0.095342435, 10.079058, 0.18782616, -0.11102751, 9.804223, 0.01647906, 0.015685074, 0.27483463, 0.0076358155, -0.003970624, 0.0021380284, 100.0, 19.08, 18.24, 53.46, -0.763841, 0.011321897, -0.019155335, 5.0, null 
2014_11_30 15:14:46.420, walking, 0.19068487, -0.06810174, 10.310603, 0.19017261, -0.11441416, 9.804139, 5.122572E-4, 0.019071728, 0.37026024, 0.01160644, -0.008857546, -0.005192355, 100.0, 21.359999, 17.699999, 53.219997, -0.837086, 0.011667261, -0.019394742, 5.0, null 
2014_11_30 15:14:46.924, walking, 0.20430522, -0.095342435, 10.147159, 0.1811801, -0.110456675, 9.804354, 0.023125112, 0.01511424, 0.3428049, 0.009468411, -0.008552114, 0.005192355, 100.0, 19.199999, 17.88, 53.039997, -0.7782195, 0.011263684, -0.018477453, 5.0, null 
2014_11_30 15:14:47.499, walking, 0.21792556, -0.12258313, 10.228881, 0.18805398, -0.11203095, 9.804207, -0.010989457, -0.010552175, 0.37019253, 0.01282817, -0.0106901415, -0.0015271631, 100.0, 21.6, 17.699999, 53.28, -0.84350526, 0.011424227, -0.019178595, 5.0, null 
2014_11_30 15:14:48.124, walking, 0.21792556, -0.095342435, 10.119919, 0.1884889, -0.11170884, 9.804202, 0.029436663, 0.016366407, 0.31571674, 0.010995574, -0.005192355, -0.004886922, 100.0, 18.66, 18.06, 53.399998, -0.7567299, 0.011391378, -0.019222949, 5.0, null 
2014_11_30 15:14:48.645, walking, 0.19068487, -0.10896278, 10.20164, 0.1901394, -0.10436076, 9.804251, 0.05502686, -0.031842723, 0.35652828, 0.006414085, -0.009162978, 3.0543262E-4, 100.0, 20.16, 18.24, 53.52, -0.7934624, 0.010642038, -0.019391136, 5.0, null 
2014_11_30 15:14:49.186, walking, 0.21792556, -0.10896278, 10.119919, 0.191716, -0.10405685, 9.804223, 0.026209563, -0.0049059317, 0.31569576, 0.005497787, -0.01038471, 0.0015271631, 100.0, 19.02, 18.66, 52.92, -0.7520135, 0.010611045, -0.019551938, 5.0, null 
2014_11_30 15:14:49.770, walking, 0.23154591, -0.10896278, 10.160779, 0.18655111, -0.11366207, 9.804216, 0.017754108, -0.022541411, 0.38380337, 0.009162978, -0.005192355, -0.0030543262, 100.0, 19.32, 17.76, 52.86, -0.78363365, 0.011590566, -0.019025346, 5.0, null 
2014_11_30 15:14:50.411, walking, 0.23154591, -0.12258313, 10.174399, 0.1890178, -0.11301348, 9.804177, 0.042528108, -0.009569645, 0.3702221, 0.0076358155, -0.009468411, 0.0012217305, 100.0, 18.6, 18.539999, 53.1, -0.74235874, 0.011524423, -0.019276924, 5.0, null 
2014_11_30 15:14:50.906, walking, 0.21792556, -0.13620348, 10.160779, 0.19053973, -0.11360017, 9.804141, 1.4513731E-4, 0.018257737, 0.41111946, 0.007330383, -0.0106901415, 6.1086525E-4, 100.0, 21.06, 17.94, 53.64, -0.82293934, 0.011584252, -0.019432172, 5.0, null 
2014_11_30 15:14:51.512, walking, 0.17706452, -0.12258313, 10.160779, 0.19643793, -0.11124807, 9.804051, -0.019373402, -0.01133506, 0.3567276, 0.0106901415, -0.008246681, -9.162979E-4, 100.0, 18.539999, 18.3, 53.52, -0.7456682, 0.011344389, -0.02003372, 5.0, null 
2014_11_30 15:14:52.033, walking, 0.19068487, -0.095342435, 10.160779, 0.19157422, -0.114630245, 9.804109, -8.89346E-4, 0.01928781, 0.35667038, 0.0061086523, -0.0030543262, -0.005192355, 100.0, 20.58, 17.34, 53.94, -0.8266689, 0.011689298, -0.019537712, 5.0, null 
2014_11_30 15:14:52.546, walking, 0.21792556, -0.095342435, 10.2152605, 0.19036876, -0.11154772, 9.804168, 0.01393646, -0.051896453, 0.42471313, 0.009773844, -0.0033597588, -0.002443461, 100.0, 19.56, 18.0, 52.8, -0.78345007, 0.011374947, -0.019414686, 5.0, null 
2014_11_30 15:14:53.137, walking, 0.21792556, -0.095342435, 10.119919, 0.19338432, -0.11558626, 9.804062, 0.024541244, 0.020243824, 0.31585693, 0.005192355, -0.009162978, -0.0021380284, 100.0, 18.6, 17.82, 52.86, -0.7606234, 0.011786791, -0.019722361, 5.0, null 
2014_11_30 15:14:53.672, walking, 0.20430522, -0.13620348, 10.106298, 0.19265248, -0.11537038, 9.804079, -0.015587956, 0.03364829, 0.35669994, 0.007941248, -0.00580322, -0.0015271631, 100.0, 19.92, 18.24, 53.28, -0.7853812, 0.011764775, -0.01964771, 5.0, null 
2014_11_30 15:14:54.211, walking, 0.21792556, -0.06810174, 10.133538, 0.19817926, -0.114799574, 9.803975, 0.019746304, 0.046697833, 0.32956314, 0.007941248, -0.01038471, 0.0015271631, 100.0, 19.08, 17.64, 53.16, -0.77812594, 0.0117065655, -0.020211423, 5.0, null 
