date_and_time, travel_mode, x_acc [m/s^2], y_acc [m/s^2], z_acc [m/s^2], x_grav [m/s^2], y_grav [m/s^2], z_grav [m/s^2], x_lin_acc [m/s^2], y_lin_acc [m/s^2], z_lin_acc [m/s^2], x_gryo [rad/s], y_gyro [rad/s], z_gyro [rad/s], light [lux], x_mag [uT], y_mag [uT], z_mag [uT], x_orient [deg], y_orient [deg], z_orient [deg], prox [cm], sound_lvl [db] 
2014_11_30 15:11:32.703, walking, 0.095342435, -0.2860273, 10.18802, 0.09915698, -0.24678275, 9.803043, -0.0038145483, -0.039244562, 0.41221714, 0.009468411, -0.01038471, -0.0027488936, 100.0, 19.98, 22.56, 53.52, 1.2941409, 0.87666583, -1.2068174, 5.0, null 
2014_11_30 15:11:33.227, walking, 0.10896278, -0.24516626, 10.106298, 0.09862996, -0.24445203, 9.803107, 0.010332823, -7.1422756E-4, 0.30319118, 0.008857546, -0.012217305, 9.162979E-4, 100.0, 22.199999, 21.72, 54.12, -0.7538044, 0.02492975, -0.010060752, 5.0, null 
2014_11_30 15:11:33.800, walking, 0.12258313, -0.2860273, 10.18802, 0.09710244, -0.24608947, 9.8030815, 0.025480688, -0.03993784, 0.38493824, 0.008857546, -0.010079277, 0.0018325958, 100.0, 19.5, 22.02, 52.98, -0.6824347, 0.025096774, -0.009904974, 5.0, null 
2014_11_30 15:11:34.320, walking, 0.095342435, -0.24516626, 10.174399, 0.08979964, -0.23907618, 9.803325, 0.032783486, 0.021150619, 0.38469505, 0.007941248, -0.01282817, -0.0018325958, 100.0, 20.16, 22.26, 53.52, -2.6302185, 0.0243814, -0.009159865, 5.0, null 
2014_11_30 15:11:34.844, walking, 0.12258313, -0.2860273, 10.160779, 0.09214181, -0.24169396, 9.803238, 0.030441321, -0.044333354, 0.35754108, 0.006414085, -0.006414085, -9.162979E-4, 100.0, 19.619999, 22.199999, 53.76, -2.343848, 0.02464842, -0.009398843, 5.0, null 
2014_11_30 15:11:35.452, walking, 0.095342435, -0.313268, 10.2152605, 0.09700593, -0.24030824, 9.803226, -0.0022743866, -0.004628584, 0.39842606, 0.00580322, -0.0143553335, 0.005497787, 100.0, 21.9, 21.0, 54.0, -0.7634825, 0.024507072, -0.009894985, 5.0, null 
2014_11_30 15:11:35.950, walking, 0.095342435, -0.27240697, 10.147159, 0.09454249, -0.24047925, 9.803246, 9.659305E-4, -0.0049555153, 0.35752583, 0.006414085, -0.007941248, 0.0027488936, 100.0, 20.46, 22.199999, 53.399998, -0.7035707, 0.024524517, -0.0096437, 5.0, null 
2014_11_30 15:11:36.459, walking, 0.12258313, -0.27240697, 10.160779, 0.101095125, -0.24562213, 9.803053, 0.034422435, -0.013634831, 0.35772228, 0.0061086523, 9.162979E-4, -0.004276057, 100.0, 19.92, 22.32, 52.86, -0.6864984, 0.025049105, -0.010312251, 5.0, null 
2014_11_30 15:11:36.980, walking, 0.12258313, -0.24516626, 10.160779, 0.099257044, -0.2376334, 9.803268, 0.022476591, 0.006068751, 0.3847599, 0.008246681, -0.009773844, 9.162979E-4, 100.0, 19.02, 22.02, 52.739998, -0.6707542, 0.024234235, -0.010124547, 5.0, null 
2014_11_30 15:11:37.581, walking, 0.095342435, -0.25878662, 10.092678, 0.10185749, -0.24288909, 9.803113, -0.006515056, -0.015897527, 0.30318546, 0.009773844, -0.0125227375, 0.004581489, 100.0, 19.56, 21.72, 52.92, -0.69006306, 0.024770327, -0.010389947, 5.0, null 
2014_11_30 15:11:38.203, walking, 0.10896278, -0.25878662, 10.18802, 0.099002644, -0.24526107, 9.803083, 0.009960137, -0.013525546, 0.38493633, 0.0061086523, -0.01038471, -9.162979E-4, 100.0, 19.26, 22.619999, 52.62, -0.6639654, 0.025012277, -0.01009879, 5.0, null 
2014_11_30 15:11:38.707, walking, 0.10896278, -0.24516626, 10.18802, 0.09540495, -0.2454253, 9.803115, 0.054418877, 0.027499735, 0.3576641, 0.007941248, -0.0070249503, -0.0012217305, 100.0, 19.619999, 22.14, 53.039997, -0.6832769, 0.025029028, -0.009731798, 5.0, null 
2014_11_30 15:11:39.243, walking, 0.05448139, -0.17706452, 10.174399, 0.09727556, -0.24511106, 9.803103, -0.04279417, 0.06804654, 0.37129593, 0.008857546, -0.0125227375, -9.162979E-4, 100.0, 19.92, 22.32, 53.16, -0.68685126, 0.024996975, -0.00992261, 5.0, null 
2014_11_30 15:11:39.834, walking, 0.12258313, -0.24516626, 10.133538, 0.09841893, -0.2453091, 9.803087, -0.0030764937, 1.4284253E-4, 0.41217327, 0.007941248, -0.01038471, 0.002443461, 100.0, 19.98, 22.14, 53.399998, -0.69174933, 0.025017176, -0.0100392485, 5.0, null 
2014_11_30 15:11:40.426, walking, 0.10896278, -0.313268, 10.119919, 0.102953926, -0.24494243, 9.80305, 0.006008856, -0.06832558, 0.31686878, 0.004276057, -0.010995574, 0.004886922, 100.0, 21.72, 21.96, 54.0, -0.73694617, 0.024979774, -0.010501848, 5.0, null 
2014_11_30 15:11:40.961, walking, 0.08172209, -0.24516626, 10.147159, 0.10786498, -0.24763326, 9.802929, 0.014718145, -0.024773702, 0.35785007, 0.0106901415, -0.011301007, 0.0030543262, 100.0, 21.96, 21.72, 53.46, -0.7471945, 0.025254251, -0.011002898, 5.0, null 
2014_11_30 15:11:41.540, walking, 0.10896278, -0.25878662, 10.133538, 0.10672334, -0.24550402, 9.802996, 0.0022394434, -0.013282597, 0.33054256, 0.009162978, -0.004581489, 0.0021380284, 100.0, 20.279999, 22.02, 53.1, -0.7008787, 0.025037058, -0.010886379, 5.0, null 
2014_11_30 15:11:42.096, walking, 0.095342435, -0.19068487, 10.160779, 0.10561003, -0.24421239, 9.8030405, -0.010267593, -9.5386803E-4, 0.37135887, 0.005497787, -0.0070249503, 0.0018325958, 100.0, 19.8, 22.68, 53.16, -0.67536443, 0.024905307, -0.010772775, 5.0, null 
2014_11_30 15:11:42.613, walking, 0.12258313, -0.24516626, 10.174399, 0.10667207, -0.24221331, 9.803078, 0.015911058, -0.0029529482, 0.37132168, 0.010995574, -0.0106901415, -9.162979E-4, 100.0, 19.859999, 22.26, 53.579998, -0.685262, 0.024701396, -0.010881058, 5.0, null 
2014_11_30 15:11:43.216, walking, 0.13620348, -0.24516626, 10.228881, 0.104462065, -0.23867945, 9.803188, 0.031741418, -0.0064868033, 0.42569256, 0.0061086523, -0.007330383, -0.0015271631, 100.0, 19.38, 22.26, 52.559998, 1.1907338, 0.90534776, -1.735945, 5.0, null 
2014_11_30 15:11:43.825, walking, 0.095342435, -0.24516626, 10.20164, 0.10596281, -0.23058215, 9.803366, -0.010620378, -0.014584109, 0.39827442, 0.0106901415, -0.004886922, 0.0036651916, 100.0, 19.56, 22.439999, 52.8, -0.6758741, 0.023515001, -0.010808399, 5.0, null 
2014_11_30 15:11:44.349, walking, 0.12258313, -0.3677494, 10.18802, 0.09954739, -0.23554961, 9.803315, 0.023035735, -0.064098045, 0.35746384, 0.004581489, -0.013133603, 0.0027488936, 100.0, 20.64, 21.72, 52.98, -0.7184269, 0.024021685, -0.010154114, 5.0, null 
2014_11_30 15:11:44.885, walking, 0.12258313, -0.24516626, 10.160779, 0.103215605, -0.24455127, 9.803057, 0.019367523, -6.149858E-4, 0.35772228, 0.008246681, -0.0076358155, -0.005192355, 100.0, 20.16, 22.02, 52.98, -0.6985561, 0.024939874, -0.010528532, 5.0, null 
2014_11_30 15:11:45.458, walking, 0.12258313, -0.24516626, 10.2152605, 0.10054517, -0.24388212, 9.803102, 0.02203796, -0.042145193, 0.20785427, 0.008857546, -0.010079277, 0.008552114, 100.0, 20.52, 21.9, 53.039997, -0.7104677, 0.02487162, -0.010256105, 5.0, null 
2014_11_30 15:11:46.036, walking, 0.13620348, -0.2860273, 10.283362, 0.09807695, -0.24593584, 9.803075, 0.038126536, -0.04009147, 0.48028755, 0.010079277, -0.005497787, 0.002443461, 100.0, 18.359999, 22.8, 52.8, 0.93984807, 0.4874367, -1.3329604, 5.0, null 
2014_11_30 15:11:46.560, walking, 0.08172209, -0.24516626, 10.160779, 0.10304826, -0.2447155, 9.803055, -0.02132617, -4.5076013E-4, 0.3577242, 0.0061086523, -0.0106901415, -9.162979E-4, 100.0, 19.92, 22.56, 53.1, -0.68119735, 0.024956627, -0.010511464, 5.0, null 
2014_11_30 15:11:47.071, walking, 0.08172209, -0.25878662, 10.256122, 0.10574626, -0.24238262, 9.803083, -0.03764452, 0.024457052, 0.45303822, 0.009468411, -0.0030543262, -0.002443461, 100.0, 21.539999, 21.6, 53.28, -0.7409448, 0.024718666, -0.010786623, 5.0, null 
2014_11_30 15:11:47.623, walking, 0.05448139, -0.25878662, 10.133538, 0.098905325, -0.24497311, 9.803091, -0.044423934, -0.013813511, 0.3304472, 0.01038471, -0.01160644, 0.0027488936, 100.0, 20.039999, 22.199999, 53.16, 0.7323478, 0.9610308, -1.1583859, 5.0, null 
2014_11_30 15:11:48.213, walking, 0.095342435, -0.2860273, 10.18802, 0.10062159, -0.24593303, 9.803049, -0.0052791536, -0.040094286, 0.50755405, 0.0070249503, -0.01038471, 0.0027488936, 100.0, 19.14, 22.56, 52.739998, -0.6616703, 0.025080819, -0.010263955, 5.0, null 
2014_11_30 15:11:48.834, walking, 0.10896278, -0.29964766, 10.119919, 0.10591303, -0.24403, 9.803041, 0.0030497536, -0.05561766, 0.31687737, 0.011911872, -0.008246681, 0.002443461, 100.0, 20.52, 22.26, 53.699997, -0.7016096, 0.024886703, -0.010803679, 5.0, null 
2014_11_30 15:11:49.358, walking, 0.10896278, -0.24516626, 10.174399, 0.10611526, -0.24134444, 9.803105, -0.024393171, -0.00382182, 0.4393959, 0.009162978, -0.009773844, 3.0543262E-4, 100.0, 20.1, 22.32, 53.1, -0.690635, 0.024612768, -0.010824235, 5.0, null 
2014_11_30 15:11:49.897, walking, 0.12258313, -0.27240697, 10.18802, 0.102864295, -0.2330899, 9.80334, 0.019718833, -0.03931707, 0.3846798, 0.007330383, -0.0027488936, 0.004581489, 100.0, 19.619999, 22.56, 53.039997, -0.6749228, 0.023770792, -0.010492395, 5.0, null 
2014_11_30 15:11:50.436, walking, 0.10896278, -0.25878662, 10.18802, 0.10000724, -0.23271038, 9.803379, 0.008955538, -0.026076242, 0.3846407, 0.0076358155, -0.0067195175, -0.002443461, 100.0, 19.92, 22.14, 52.62, -0.692029, 0.023732081, -0.010200949, 5.0, null 
2014_11_30 15:11:50.966, walking, 0.06810174, -0.23154591, 10.18802, 0.09970478, -0.23426318, 9.803345, -0.03160304, 0.0027172714, 0.38467503, 0.007941248, -0.010995574, 6.1086525E-4, 100.0, 19.92, 21.9, 52.92, 0.15194313, 0.7116293, -1.670465, 5.0, null 
2014_11_30 15:11:51.470, walking, 0.10896278, -0.25878662, 10.256122, 0.09930145, -0.23531272, 9.803325, 0.05052238, -0.009853542, 0.38469505, 0.0061086523, -0.0070249503, 6.1086525E-4, 100.0, 20.4, 22.08, 53.579998, 1.155362, 0.73395354, -1.7168086, 5.0, null 
2014_11_30 15:11:52.031, walking, 0.10896278, -0.24516626, 10.2152605, 0.097479805, -0.23240364, 9.8034115, 0.011482976, -0.012762621, 0.41184902, 0.008552114, -0.007941248, 3.0543262E-4, 100.0, 19.619999, 22.26, 53.039997, -0.6819447, 0.023700794, -0.0099431295, 5.0, null 
2014_11_30 15:11:52.603, walking, 0.14982383, -0.2860273, 10.160779, 0.09835182, -0.23527323, 9.803334, -0.016629733, 0.017347664, 0.38468552, 0.008246681, -0.010995574, -0.0018325958, 100.0, 19.56, 22.5, 52.559998, -2.6016443, 0.023993494, -0.01003215, 5.0, null 
2014_11_30 15:11:53.232, walking, 0.08172209, -0.21792556, 10.160779, 0.10121033, -0.23787038, 9.803243, -0.019488245, 0.019944817, 0.35753632, 0.005497787, -0.008552114, -3.0543262E-4, 100.0, 21.3, 21.6, 52.92, -0.7366229, 0.024258407, -0.010323802, 5.0, null 
2014_11_30 15:11:53.737, walking, 0.10896278, -0.24516626, 10.147159, 0.10469986, -0.23962975, 9.803163, 0.045123972, -0.0055365115, 0.35761642, 0.004581489, -0.008857546, -0.0021380284, 100.0, 19.02, 21.9, 52.92, 0.93035316, 0.8795774, -1.380808, 5.0, null 
2014_11_30 15:11:54.308, walking, 0.10896278, -0.23154591, 10.160779, 0.105604924, -0.23716338, 9.803214, 0.0033578575, 0.0056174695, 0.35756493, 0.005497787, -0.010995574, 6.1086525E-4, 100.0, 19.26, 22.38, 53.16, -0.66839707, 0.02418629, -0.010772063, 5.0, null 
2014_11_30 15:11:54.835, walking, 0.08172209, -0.2860273, 10.20164, 0.101593815, -0.23664384, 9.803268, -0.019871727, -0.049383476, 0.3983717, 0.004276057, -0.0076358155, -0.0036651916, 100.0, 19.439999, 21.9, 53.039997, -0.6837943, 0.024133299, -0.010362889, 5.0, null 
2014_11_30 15:11:55.333, walking, 0.095342435, -0.24516626, 10.2152605, 0.09801967, -0.23463157, 9.803352, -0.002677232, -0.02415505, 0.4391489, 0.009468411, -0.0106901415, -9.162979E-4, 100.0, 21.119999, 22.02, 52.739998, -0.72418565, 0.023928044, -0.009998254, 5.0, null 
2014_11_30 15:11:55.839, walking, 0.12258313, -0.24516626, 10.256122, 0.09563037, -0.23653786, 9.80333, 0.026952758, -0.008628398, 0.4527912, 0.007941248, -0.009468411, 3.0543262E-4, 100.0, 18.9, 22.5, 51.899998, 0.39647186, 0.6678361, -1.8244704, 5.0, null 
2014_11_30 15:11:56.426, walking, 0.10896278, -0.2860273, 10.2152605, 0.099050015, -0.24327137, 9.803132, 0.0099127665, -0.042755947, 0.41212845, 0.004886922, -0.012217305, -0.0027488936, 100.0, 18.539999, 22.32, 52.079998, -0.65173465, 0.02480932, -0.010103571, 5.0, null 
2014_11_30 15:11:56.958, walking, 0.10896278, -0.2860273, 10.106298, 0.09801129, -0.24385627, 9.803128, -0.0435299, -0.014930353, 0.3848915, 0.0061086523, -0.013133603, 0.0021380284, 100.0, 20.52, 22.26, 52.379997, -0.7037235, 0.024868982, -0.009997628, 5.0, null 
2014_11_30 15:11:57.520, walking, 0.12258313, -0.2860273, 10.133538, 0.092207305, -0.24157414, 9.803241, 0.030375823, -0.044453174, 0.33029747, 0.008552114, -0.010079277, -0.002443461, 100.0, 19.859999, 21.72, 52.92, -0.6992522, 0.024636198, -0.009405521, 5.0, null 
2014_11_30 15:11:58.095, walking, 0.10896278, -0.24516626, 10.228881, 0.09977023, -0.24487965, 9.803085, 0.022812895, 0.013333738, 0.3985548, 0.0076358155, -0.010995574, -0.005497787, 100.0, 19.199999, 21.779999, 52.44, -0.6798787, 0.024973368, -0.0101770805, 5.0, null 
2014_11_30 15:11:58.732, walking, 0.12258313, -0.24516626, 10.18802, 0.106337994, -0.2384271, 9.803175, 0.0026247874, -0.04760021, 0.4257059, 0.0067195175, -0.010995574, -0.002443461, 100.0, 18.96, 22.439999, 52.68, 1.3583219, 0.99423754, -1.9195673, 5.0, null 
2014_11_30 15:11:59.383, walking, 0.10896278, -0.21792556, 10.160779, 0.10584891, -0.22991277, 9.803383, 0.0031138733, 0.011987209, 0.35739613, 0.004886922, -0.01282817, 0.0012217305, 100.0, 19.859999, 22.14, 52.199997, -0.690336, 0.023446726, -0.010796762, 5.0, null 
2014_11_30 15:11:59.935, walking, 0.12258313, -0.21792556, 10.18802, 0.10377912, -0.22805743, 9.803449, -0.008436687, 0.03737256, 0.31647015, 0.00580322, -0.009162978, 0.0015271631, 100.0, 20.22, 22.32, 52.199997, -0.696132, 0.023257483, -0.010585586, 5.0, null 
2014_11_30 15:12:00.517, walking, 0.12258313, -0.27240697, 10.147159, 0.104806714, -0.22939272, 9.803407, 0.004156068, -0.05663459, 0.3165121, 0.007941248, -0.00580322, 0.0012217305, 100.0, 19.74, 21.84, 52.5, -0.69359046, 0.023393681, -0.010690439, 5.0, null 
2014_11_30 15:12:01.032, walking, 0.10896278, -0.2860273, 10.2152605, 0.10566289, -0.23602343, 9.80324, 0.003299892, -0.050003886, 0.41202068, 0.005497787, -0.0076358155, 9.162979E-4, 100.0, 18.96, 22.08, 52.739998, -0.66718096, 0.024070015, -0.0107779475, 5.0, null 
2014_11_30 15:12:01.635, walking, 0.095342435, -0.25878662, 10.228881, 0.09762918, -0.2363511, 9.803315, -0.002286747, -0.022435516, 0.42556572, 0.003970624, -0.014049901, -0.0018325958, 100.0, 18.66, 22.08, 52.5, -0.66051865, 0.024103438, -0.009958464, 5.0, null 
2014_11_30 15:12:02.233, walking, 0.12258313, -0.23154591, 10.160779, 0.1022398, -0.23483317, 9.803305, 0.020343326, 0.0032872558, 0.35747433, 0.00580322, -0.0076358155, -0.0021380284, 100.0, 19.56, 22.14, 52.8, -0.68214947, 0.023948608, -0.010428739, 5.0, null 
2014_11_30 15:12:02.779, walking, 0.08172209, -0.27240697, 10.160779, 0.098132424, -0.23387496, 9.8033695, 0.010830358, 0.029569745, 0.3982706, 0.0061086523, -0.0070249503, -0.009468411, 100.0, 19.74, 22.5, 52.44, -0.6802371, 0.02385087, -0.010009737, 5.0, null 
2014_11_30 15:12:03.318, walking, 0.095342435, -0.21792556, 10.242501, 0.09647839, -0.22919954, 9.803496, -0.0011359528, 0.01127398, 0.4390049, 0.007330383, -0.01038471, -0.0036651916, 100.0, 18.779999, 22.56, 52.92, -0.65449375, 0.023373978, -0.009840905, 5.0, null 
2014_11_30 15:12:03.921, walking, 0.08172209, -0.24516626, 10.18802, 0.092900164, -0.23131807, 9.803481, 0.016062617, -0.013848186, 0.4117794, 0.0076358155, -0.01160644, 9.162979E-4, 100.0, 19.8, 22.8, 52.92, -0.67627615, 0.023590067, -0.009475959, 5.0, null 
2014_11_30 15:12:04.530, walking, 0.12258313, -0.25878662, 10.147159, 0.09129171, -0.23232783, 9.803473, 0.031291418, -0.026458785, 0.34368515, 0.005497787, -0.013439035, 0.0012217305, 100.0, 19.32, 22.32, 52.86, -0.67398375, 0.02369306, -0.009311911, 5.0, null 
2014_11_30 15:12:05.043, walking, 0.095342435, -0.21792556, 10.119919, 0.09758485, -0.23522723, 9.803343, -0.0022424161, -0.00993903, 0.4119177, 0.010995574, -0.01160644, -9.162979E-4, 100.0, 19.619999, 22.38, 52.26, -0.67971313, 0.023988802, -0.009953914, 5.0, null 
2014_11_30 15:12:05.596, walking, 0.10896278, -0.21792556, 10.133538, 0.09614348, -0.2370077, 9.803314, 0.012819305, 0.019082144, 0.33022404, 0.0033597588, -0.008246681, -6.1086525E-4, 100.0, 20.039999, 22.26, 53.28, -0.6921002, 0.024170412, -0.009806927, 5.0, null 
2014_11_30 15:12:06.182, walking, 0.13620348, -0.24516626, 10.2152605, 0.09771579, -0.24197023, 9.803178, 0.052108042, -0.0031960309, 0.37122154, 0.01038471, -0.0067195175, 0.0033597588, 100.0, 19.5, 22.68, 52.86, 0.1921184, 0.9122973, -1.7234457, 5.0, null 
2014_11_30 15:12:06.815, walking, 0.10896278, -0.24516626, 10.174399, 0.10307302, -0.2360033, 9.803268, 0.0058897585, -0.009162962, 0.37113094, 0.004276057, -0.010079277, -0.0036651916, 100.0, 19.5, 22.56, 52.68, -0.67176986, 0.02406796, -0.010513761, 5.0, null 
2014_11_30 15:12:07.324, walking, 0.12258313, -0.23154591, 10.065437, 0.106039576, -0.2341965, 9.80328, 0.016543552, -0.02459012, 0.38473988, 0.0067195175, -0.010079277, 6.1086525E-4, 100.0, 18.84, 22.5, 52.8, 1.1946218, 0.9618372, -1.7196863, 5.0, null 
2014_11_30 15:12:07.884, walking, 0.10896278, -0.21792556, 10.2152605, 0.10959122, -0.22970457, 9.803347, -6.284416E-4, 0.01177901, 0.41191387, 0.006414085, -0.009773844, -0.0018325958, 100.0, 19.26, 22.56, 52.92, -0.66515166, 0.02342549, -0.011178495, 5.0, null 
2014_11_30 15:12:08.444, walking, 0.12258313, -0.24516626, 10.256122, 0.111492015, -0.23008676, 9.803317, 0.011091113, -0.0014591515, 0.35746193, 0.0076358155, -0.008857546, 0.0030543262, 100.0, 19.92, 22.38, 52.5, -0.68582356, 0.023464473, -0.011372397, 5.0, null 
2014_11_30 15:12:09.093, walking, 0.12258313, -0.24516626, 10.2152605, 0.11469098, -0.23090382, 9.803261, 0.007892147, -0.014262438, 0.4119997, 0.00580322, -0.0106901415, -0.0027488936, 100.0, 20.699999, 22.5, 53.34, 1.0044737, 0.6109972, -1.4898922, 5.0, null 
2014_11_30 15:12:09.598, walking, 0.10896278, -0.23154591, 10.256122, 0.110545196, -0.23409496, 9.803232, 0.012037933, -0.024691656, 0.33030605, 0.0061086523, -0.009773844, 0.0012217305, 100.0, 19.02, 22.74, 52.8, -0.6547185, 0.023873309, -0.011275925, 5.0, null 
2014_11_30 15:12:10.159, walking, 0.12258313, -0.24516626, 10.18802, 0.10209363, -0.2391277, 9.803203, 0.020489499, -0.0060385615, 0.38481712, 0.008857546, -0.0076358155, 3.0543262E-4, 100.0, 19.5, 22.32, 53.039997, -0.67621964, 0.024386656, -0.010413937, 5.0, null 
2014_11_30 15:12:10.738, walking, 0.06810174, -0.23154591, 10.20164, 0.10283887, -0.2391199, 9.803195, 0.033364616, -0.006046355, 0.45292664, 0.0067195175, -0.013133603, 9.162979E-4, 100.0, 20.039999, 22.619999, 53.219997, -0.6835462, 0.024385862, -0.0104899565, 5.0, null 
2014_11_30 15:12:11.220, walking, 0.14982383, -0.25878662, 10.147159, 0.10149259, -0.23344508, 9.803346, 0.04833124, -0.02534154, 0.34381294, 0.004886922, -0.0027488936, 0.005497787, 100.0, 19.26, 23.1, 53.039997, -0.65494347, 0.02380702, -0.010352482, 5.0, null 
2014_11_30 15:12:11.836, walking, 0.095342435, -0.23154591, 10.269742, 0.10440457, -0.23752545, 9.803217, -0.009062134, 0.005979538, 0.46652508, 0.003970624, -0.008246681, 0.005192355, 100.0, 20.22, 22.74, 52.44, -0.6861532, 0.024223223, -0.010649629, 5.0, null 
2014_11_30 15:12:12.438, walking, 0.10896278, -0.2860273, 10.242501, 0.10735615, -0.2339391, 9.803271, 0.0016066283, -0.052088216, 0.43922997, 0.008857546, -0.009162978, -3.0543262E-4, 100.0, 23.939999, 21.66, 52.92, -0.7948324, 0.023857411, -0.010950617, 5.0, null 
2014_11_30 15:12:12.984, walking, 0.10896278, -0.27240697, 10.2152605, 0.10625795, -0.23237771, 9.803321, 0.016325176, -0.012788549, 0.38469887, 0.008246681, -0.01038471, -0.0012217305, 100.0, 19.859999, 22.56, 52.86, -0.6807783, 0.02369815, -0.010838551, 5.0, null 
2014_11_30 15:12:13.502, walking, 0.095342435, -0.24516626, 10.2152605, 0.10294223, -0.23486792, 9.803297, -0.0075997934, -0.0102983415, 0.41196346, 0.007941248, -0.005497787, 6.1086525E-4, 100.0, 19.859999, 22.619999, 52.68, -0.679869, 0.023952153, -0.01050039, 5.0, null 
2014_11_30 15:12:14.112, walking, 0.10896278, -0.25878662, 10.18802, 0.10525178, -0.23357233, 9.803303, -0.009909347, -0.011593923, 0.35747623, 0.008857546, -0.007941248, -9.162979E-4, 100.0, 18.779999, 22.619999, 52.32, -0.65199816, 0.023820002, -0.010735947, 5.0, null 
2014_11_30 15:12:14.727, walking, 0.095342435, -0.27240697, 10.256122, 0.10554626, -0.23316921, 9.80331, -0.010203823, -0.039237753, 0.45281124, 0.01282817, -0.005192355, 0.0018325958, 100.0, 19.26, 22.74, 53.039997, -0.6616027, 0.023778882, -0.0107659735, 5.0, null 
2014_11_30 15:12:15.234, walking, 0.12258313, -0.21792556, 10.18802, 0.108356416, -0.2322964, 9.803299, 0.014226712, 0.014370844, 0.3847208, -0.092240654, -0.06383542, -0.010079277, 100.0, 20.22, 22.56, 52.98, -0.6894696, 0.023689859, -0.011052607, 5.0, null 
2014_11_30 15:12:15.734, walking, 0.19068487, -0.14982383, 10.18802, 0.22542301, -0.103847496, 9.803509, -0.03473814, -0.045976333, 0.41175175, 0.008552114, -0.009773844, -0.0027488936, 100.0, 20.16, 23.1, 52.32, 0.8669301, 1.141208, -1.3258177, 5.0, null 
2014_11_30 15:12:16.247, walking, 0.27240697, 0.14982383, 10.2152605, 0.26135382, 0.2997488, 9.798583, 0.011053145, -0.14992498, 0.41667747, -0.32589662, 0.3585779, 0.009468411, 100.0, 20.279999, 25.019999, 50.879997, -0.6790566, -0.030570632, -0.026666291, 5.0, null 
2014_11_30 15:12:16.828, walking, 0.19068487, -0.06810174, 10.18802, 0.23079528, -0.102298856, 9.8034, -0.04011041, 0.034197114, 0.3846197, 0.0030543262, -0.01038471, -0.0012217305, 100.0, 21.96, 22.619999, 52.5, 1.4366245, 1.264022, -1.9513026, 5.0, null 
2014_11_30 15:12:17.423, walking, 1.2258313, -0.8036005, 10.024576, 0.26230806, -0.03602774, 9.803075, -1.2974546, 1.2482387, 0.15339947, -0.01985312, 0.076358154, -0.100792766, 100.0, 23.64, 22.199999, 52.559998, 2.9425607, -0.22620481, 0.103344746, 5.0, null 
2014_11_30 15:12:17.911, walking, 0.23154591, -0.14982383, 10.065437, 0.16277437, -0.15101847, 9.804136, 0.06877154, 0.001194641, 0.26130104, 0.0027488936, -0.004276057, -3.0543262E-4, 100.0, 21.359999, 16.859999, 53.46, -0.8582061, 0.015400207, -0.016601097, 5.0, null 
2014_11_30 15:12:18.427, walking, 0.20430522, -0.12258313, 10.133538, 0.17810321, -0.15185462, 9.803857, 0.026202008, 0.02927149, 0.3296814, 0.009773844, -0.009773844, 0.0018325958, 100.0, 21.06, 16.32, 53.46, -0.8640239, 0.01548548, -0.018164648, 5.0, null 
2014_11_30 15:12:18.957, walking, 0.14982383, -0.12258313, 10.079058, 0.18822505, -0.14863077, 9.803717, 0.043320864, -0.0011930615, 0.35706234, 0.01038471, -0.007330383, 0.004276057, 100.0, 20.039999, 16.74, 53.219997, -0.82542425, 0.0151567, -0.019196996, 5.0, null 
2014_11_30 15:12:19.572, walking, 0.21792556, -0.14982383, 10.133538, 0.19599545, -0.15067936, 9.803534, 0.021930113, 8.5553527E-4, 0.3300047, 0.005497787, -0.0125227375, 0.0015271631, 100.0, 20.039999, 17.039999, 53.699997, -0.81507975, 0.015365623, -0.019989666, 5.0, null 
2014_11_30 15:12:20.091, walking, 0.21792556, -0.16344418, 10.174399, 0.19680192, -0.1491258, 9.803541, 0.034743994, -6.9803E-4, 0.41171932, 0.008246681, -0.013744468, 0.0012217305, 100.0, 20.4, 17.1, 53.219997, -0.8233582, 0.015207185, -0.020071877, 5.0, null 
2014_11_30 15:12:20.639, walking, 0.16344418, -0.12258313, 10.20164, 0.19745691, -0.14246234, 9.803627, -0.034012735, 0.019879214, 0.39801311, 0.009468411, -0.0076358155, -0.004581489, 100.0, 20.22, 17.039999, 53.46, 1.2951906, 1.2370896, -1.2924967, 5.0, null 
2014_11_30 15:12:21.233, walking, 0.16344418, -0.13620348, 10.106298, 0.19423757, -0.14461918, 9.803659, -0.003552705, -0.005204648, 0.3843603, 0.007330383, -0.00580322, 6.1086525E-4, 100.0, 20.52, 17.4, 53.28, -0.8191405, 0.014747587, -0.019810172, 5.0, null 
2014_11_30 15:12:21.845, walking, 0.19068487, -0.14982383, 10.174399, 0.19825816, -0.14675534, 9.803548, -0.0075732917, -0.0030684918, 0.37085152, 0.006414085, -0.0067195175, 0.004276057, 100.0, 19.68, 16.859999, 53.1, -0.8114206, 0.014965438, -0.020220347, 5.0, null 
2014_11_30 15:12:22.357, walking, 0.17706452, -0.14982383, 10.133538, 0.20865239, -0.14534101, 9.803353, -0.03158787, -0.0044828206, 0.33018494, 0.01160644, -0.005497787, -0.006414085, 100.0, 21.779999, 16.56, 53.579998, -0.87140936, 0.014821201, -0.021280564, 5.0, null 
